item_id,text,keywords,proposition_id,dependency,category_broad,category_detailed,tuple,question_natural_language
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,9,8,attribute,color,"attribute - color (microphone, silver)",Is the microphone silver?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,10,1,entity,whole,entity - whole (lily pad),Is there a lily pad?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,11,10,attribute,size,"attribute - size (lily pad, large)",Is the lily pad large?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,12,10,attribute,color,"attribute - color (lily pad, green)",Is the lily pad green?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,13,"1,10",relation,spatial,"relation - spatial (frog, lily pad, on)",Is the frog on the lily pad?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,14,"10,15",relation,spatial,"relation - spatial (lily pad, pond's surface, float)",Is the lily pad floating on the pond's surface?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,15,1,entity,whole,entity - whole (pond),Is there a pond?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,16,15,attribute,texture,"attribute - texture (water, calm)",Is the water in the pond calm?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,17,"10,16",relation,spatial,"relation - spatial (lily pad, water, around)",Is the lily pad around the water?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,18,"10,16",relation,spatial,"relation - spatial (lily pad, pink flowers, nearby)",Are there pink flowers nearby the lily pad?
partiprompts142,"An animated frog with a rebellious punk rock style, clad in a black leather jacket adorned with shiny metal studs, is energetically shouting into a silver microphone. The frog's vibrant green skin contrasts with the dark jacket, and it stands confidently on a large green lily pad floating on a pond's surface. Around the lily pad, the water is calm, and other pads are scattered nearby, some with blooming pink flowers.",,19,18,attribute,color,"attribute - color (flowers, pink)",Are the flowers pink?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,1,0,entity,whole,entity - whole (chair),Is there a chair?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,2,1,attribute,texture,"attribute - texture (chair, mahogany)",Is the chair made of mahogany?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,3,1,attribute,texture,"attribute - texture (chair, intricate carvings)",Does the chair have intricate carvings?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,4,1,attribute,texture,"attribute - texture (chair, plush red cushion)",Does the chair have a plush red cushion?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,5,4,attribute,texture,"attribute - texture (cushion, soft)",Does the cushion look soft?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,6,4,attribute,texture,"attribute - texture (cushion, inviting)",Does the cushion look inviting?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,7,4,attribute,color,"attribute - color (cushion, red)",Is the cushion red?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,8,4,attribute,color,"attribute - color (wood, dark)",Is the wood dark?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,9,1,attribute,shape,"attribute - shape (chair, high back)",Does the chair have a high back?
partiprompts289,"An exquisite mahogany chair with intricate carvings stands prominently in the room. The chair features a high back with elaborate designs and a plush red cushion that provides a stark contrast to the dark wood. Its legs are elegantly curved, adding to the overall sophistication of the piece. The texture of the cushion looks soft and inviting, beckoning one to sit and enjoy the comfort it offers.",,10,1,attribute,shape,"attribute - shape (legs, elegantly curved)",Are the legs elegantly curved?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,1,0,entity,whole,entity - whole (mural),Is there a mural?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,2,0,entity,whole,entity - whole (wall),Is there a wall?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,3,0,entity,whole,entity - whole (phrase),Is there a phrase?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,4,0,entity,whole,entity - whole (lettering),Is there lettering?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,5,0,entity,whole,entity - whole (alien),Is there an alien?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,6,0,entity,whole,entity - whole (tuxedo),Is there a tuxedo?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,7,0,entity,whole,entity - whole (bow tie),Is there a bow tie?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,8,0,entity,whole,entity - whole (fire hydrant),Is there a fire hydrant?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,9,1,attribute,color,"attribute - color (mural, vibrant)",Is the mural vibrant?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,10,2,attribute,color,"attribute - color (wall, red brick)",Is the wall made of red brick?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,11,4,attribute,color,"attribute - color (lettering, black)",Is the lettering black?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,12,5,attribute,color,"attribute - color (alien, green)",Is the alien green?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,13,6,attribute,color,"attribute - color (tuxedo, black)",Is the tuxedo black?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,14,7,attribute,color,"attribute - color (bow tie, black)",Is the bow tie black?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,15,8,attribute,color,"attribute - color (fire hydrant, bright yellow)",Is the fire hydrant bright yellow?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,16,8,attribute,color,"attribute - color (sidewalk, gray concrete)",Is the sidewalk gray concrete?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,17,"3,1",relation,spatial,"relation - spatial (phrase, mural, on)",Is the phrase on the mural?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,18,"4,3",relation,spatial,"relation - spatial (lettering, phrase, in)",Is the lettering in the phrase?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,19,"5,1",relation,spatial,"relation - spatial (alien, mural, next to)",Is the alien next to the mural?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,20,"6,5",relation,spatial,"relation - spatial (tuxedo, alien, donning)",Is the tuxedo donning the alien?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,21,"7,6",relation,spatial,"relation - spatial (bow tie, tuxedo, with)",Is the bow tie with the tuxedo?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,22,"8,16",relation,spatial,"relation - spatial (fire hydrant, sidewalk, on)",Is the fire hydrant on the sidewalk?
partiprompts61,"A vibrant mural on a red brick wall features the inspirational phrase ""BE EXCELLENT TO EACH OTHER"" in bold, black lettering. Next to the text, there's a whimsical graffiti depiction of a green alien donning a sleek black tuxedo, complete with a bow tie. In the foreground, a bright yellow fire hydrant stands out on the gray concrete sidewalk, adding a pop of color to the urban scene.",,23,"8,16",relation,spatial,"relation - spatial (fire hydrant, foreground, in)",Is the fire hydrant in the foreground?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,1,0,global,,global - (high-resolution),Is this a high-resolution image?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,2,0,global,,global - (DSLR image),Is this a DSLR image?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,3,0,entity,whole,entity - whole (Volkswagen van),Is there a Volkswagen van?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,4,3,entity,part,entity - part (Volkswagen van's exterior),Is there a part of the Volkswagen van?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,5,3,attribute,texture,"attribute - texture (Volkswagen van's exterior, glossy)",Is the exterior of the Volkswagen van glossy?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,6,3,attribute,other,"attribute - other (Volkswagen van's exterior, artistically adorned)",Is the exterior of the Volkswagen van artistically adorned?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,7,4,attribute,other,"attribute - other (Volkswagen van's exterior's mural, vibrant)",Is the mural on the Volkswagen van vibrant?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,8,7,attribute,other,"attribute - other (mural, depicting bustling cityscape)",Does the mural depict a bustling cityscape?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,9,0,entity,whole,entity - whole (grass),Is there grass?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,10,0,entity,whole,entity - whole (sloth),Is there a sloth?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,11,10,entity,state,"entity - state (sloth, stand)",Is the sloth standing?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,12,10,attribute,other,"attribute - other (sloth's ensemble, eclectic)",Is the sloth's ensemble eclectic?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,13,10,attribute,other,"attribute - other (sloth's ensemble, contented)",Is the sloth contented?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,14,13,attribute,other,"attribute - other (sloth's ensemble, sleek leather jacket)",Is the sloth wearing a sleek leather jacket?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,15,13,attribute,other,"attribute - other (sloth's ensemble, wide-brimmed cowboy hat)",Is the sloth wearing a wide-brimmed cowboy hat?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,16,13,attribute,other,"attribute - other (sloth's ensemble, traditional tartan kilt)",Is the sloth wearing a traditional tartan kilt?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,17,13,attribute,other,"attribute - other (sloth's ensemble, neatly tied bowtie)",Is the sloth wearing a neatly tied bowtie?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,18,10,entity,part,entity - part (sloth's hands),Does the sloth have hands?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,19,0,entity,whole,entity - whole (quarterstaff),Is there a quarterstaff?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,20,0,entity,whole,entity - whole (book),Is there a book?
partiprompts2,"A high-resolution DSLR image captures a glossy Volkswagen van, its exterior artistically adorned with a vibrant mural depicting a bustling cityscape. Parked on a patch of lush green grass, the van serves as a backdrop to an unusual sight: a contented sloth, standing upright. The sloth is dressed in an eclectic ensemble consisting of a sleek leather jacket, a wide-brimmed cowboy hat, a traditional tartan kilt, and a neatly tied bowtie. In its clawed hands, it firmly grasps a wooden quarterstaff and an oversized, leather-bound book.",,21,19,attribute,texture,"attribute - texture (quarterstaff, wooden)",Is the quarterstaff wooden?
